label,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31
belajar,0.747038,0.668369,0.361316,0.662905,0.358688,0.691161,0.333943,0.715805,0.334853,0.705566,0.343409,0.696629,0.365016,0.714301,0.382459,0.692880,0.360063,0.667010,0.359853,0.711577,0.346181,0.707240,0.338837,0.701805,0.364833,0.701554,0.361033,0.712910,0.371714,0.714619,0.379538,0.700933,0.367064,0.683121,0.361840,0.681158,0.363275,0.710896,0.359810,0.696498,0.365592,0.698960,0.370107,0.677736,0.370708,0.698144,0.342931,0.716607,0.346136,0.706411,0.365293,0.701513,0.346902,0.697436,0.391039,0.711676,0.363277,0.713637,0.360008,0.707637,0.365468,0.697931,0.363931,0.702952
belajar,0.331116,0.815609,0.314653,0.838291,0.325702,0.794721,0.315946,0.786298,0.314202,0.822312,0.300656,0.808709,0.282314,0.819792,0.278841,0.826046,0.307732,0.837425,0.316156,0.833575,0.303942,0.802208,0.311706,0.783294,0.304579,0.785956,0.311905,0.792901,0.292252,0.794158,0.289674,0.775808,0.285826,0.809803,0.301120,0.814597,0.308418,0.806804,0.312168,0.793550,0.285028,0.804123,0.280586,0.801257,0.304329,0.790011,0.292547,0.797894,0.315915,0.765942,0.281664,0.794578,0.291695,0.765935,0.291959,0.796502,0.302149,0.819956,0.318859,0.818943,0.290865,0.821893,0.332197,0.795800
belajar,0.369316,0.584652,0.378123,0.590219,0.389165,0.590256,0.375152,0.594299,0.384103,0.577099,0.409592,0.570081,0.382831,0.576890,0.395418,0.587742,0.391654,0.589998,0.411996,0.574429,0.399631,0.574837,0.417230,0.591804,0.394105,0.592102,0.420506,0.597486,0.391567,0.619092,0.439371,0.618352,0.403385,0.587853,0.417471,0.594445,0.412372,0.607807,0.418223,0.610903,0.429198,0.620054,0.417134,0.603021,0.409043,0.604962,0.436912,0.589079,0.403260,0.622840,0.429358,0.593325,0.420439,0.593661,0.429268,0.619938,0.437024,0.613751,0.422770,0.626953,0.402640,0.620063,0.407484,0.613579
belajar,0.378872,0.232259,0.363534,0.227689,0.396429,0.241828,0.416972,0.235928,0.420456,0.215313,0.201284,0.146260,0.158329,0.132103,0.161794,0.153791,0.181726,0.148776,0.170523,0.152857,0.177778,0.142674,0.253784,0.156569,0.182821,0.184745,0.188773,0.157958,0.174542,0.161220,0.213490,0.173523,0.202911,0.178178,0.193511,0.197964,0.189581,0.178950,0.201468,0.174938,0.205651,0.132216,0.202107,0.152388,0.173484,0.174021,0.193919,0.171673,0.179075,0.156235,0.176941,0.174556,0.200120,0.186576,0.189285,0.173022,0.170551,0.162908,0.189774,0.144542,0.206060,0.168558,0.217397,0.165915
belajar,0.353049,0.614898,0.375873,0.612971,0.366973,0.583307,0.376945,0.613305,0.379866,0.594442,0.385172,0.586427,0.372974,0.588921,0.351188,0.611418,0.359255,0.599109,0.385067,0.591101,0.360615,0.593598,0.361044,0.597560,0.370623,0.604055,0.350327,0.620013,0.365232,0.600510,0.364644,0.600588,0.372905,0.588870,0.370625,0.587827,0.372958,0.598908,0.362252,0.622399,0.373628,0.615553,0.371129,0.605555,0.382116,0.613447,0.393827,0.609626,0.373794,0.581837,0.371706,0.616429,0.358805,0.607207,0.363032,0.627930,0.379447,0.621204,0.391709,0.621627,0.375407,0.582131,0.360966,0.601053
belajar,0.310852,0.845022,0.271792,0.836204,0.242186,0.824185,0.268713,0.832034,0.264850,0.810814,0.273288,0.829845,0.253509,0.838493,0.274520,0.817165,0.251575,0.828205,0.247076,0.835243,0.232922,0.864666,0.247576,0.836227,0.264069,0.872027,0.238410,0.840892,0.251245,0.823517,0.274692,0.843401,0.247416,0.836955,0.262189,0.836081,0.257305,0.838786,0.242872,0.844276,0.238232,0.852664,0.263561,0.854071,0.246903,0.860519,0.209947,0.854715,0.214283,0.853165,0.223041,0.849239,0.243463,0.867593,0.248113,0.857383,0.222382,0.839165,0.198326,0.854232,0.210896,0.842126,0.229408,0.843792
belajar,0.377818,0.826810,0.389506,0.826529,0.375251,0.831998,0.397998,0.753073,0.398849,0.768510,0.398674,0.749960,0.352086,0.745673,0.397660,0.771413,0.365421,0.779443,0.342198,0.801229,0.361860,0.783294,0.356074,0.769086,0.363704,0.790203,0.385364,0.755131,0.353735,0.786660,0.393732,0.763441,0.378664,0.768139,0.368698,0.763760,0.367080,0.785241,0.389549,0.776493,0.359086,0.770552,0.362303,0.763153,0.348532,0.763561,0.375074,0.759153,0.346823,0.794728,0.378214,0.764838,0.369872,0.787110,0.364836,0.785093,0.364638,0.776109,0.355332,0.783976,0.354197,0.790550,0.355760,0.759729
belajar,0.424575,0.599349,0.434218,0.599165,0.427651,0.600186,0.441070,0.594503,0.433413,0.598353,0.435084,0.620020,0.433259,0.601402,0.417863,0.580097,0.433538,0.623702,0.436871,0.596400,0.434866,0.599528,0.434171,0.602875,0.439948,0.600521,0.438964,0.615661,0.441070,0.599136,0.410417,0.605607,0.441374,0.581251,0.433314,0.595113,0.439598,0.593757,0.437467,0.598083,0.424245,0.583916,0.419538,0.582059,0.444024,0.601034,0.443987,0.589213,0.423259,0.591503,0.418746,0.578571,0.444465,0.577805,0.426908,0.575339,0.449553,0.597079,0.418229,0.562407,0.431050,0.581657,0.450965,0.588151
belajar,0.388085,0.304692,0.401393,0.290040,0.382945,0.296744,0.389072,0.292250,0.394488,0.288465,0.392910,0.297107,0.389746,0.373097,0.363734,0.471395,0.372096,0.542005,0.328145,0.649456,0.305454,0.811851,0.285166,0.804027,0.256909,0.819811,0.280451,0.811988,0.258992,0.835020,0.283290,0.820996,0.256802,0.797395,0.267562,0.841680,0.264966,0.821830,0.228823,0.836562,0.274414,0.844440,0.216024,0.844590,0.243466,0.844155,0.251210,0.857753,0.246812,0.847073,0.267678,0.857454,0.244406,0.860485,0.238351,0.866455,0.238431,0.860119,0.250647,0.851471,0.219429,0.858209,0.243280,0.859303
belajar,0.315453,0.718606,0.307222,0.734573,0.289298,0.696297,0.251094,0.711082,0.272577,0.729053,0.267514,0.703140,0.271601,0.719396,0.265095,0.688844,0.294708,0.678098,0.293629,0.668339,0.268558,0.702816,0.236957,0.695692,0.268662,0.728465,0.271623,0.713109,0.261454,0.706929,0.277540,0.715775,0.294178,0.692667,0.271418,0.682413,0.280287,0.695696,0.271568,0.695909,0.303227,0.682265,0.308957,0.690542,0.304058,0.691655,0.299156,0.685293,0.256633,0.736881,0.268025,0.740742,0.266728,0.719754,0.256737,0.734695,0.282413,0.723720,0.271647,0.719218,0.288241,0.710718,0.266456,0.695092
belajar,0.257259,0.832144,0.271447,0.879832,0.251313,0.847193,0.254613,0.851098,0.226533,0.871867,0.213649,0.896726,0.235050,0.896360,0.235108,0.892007,0.256117,0.905238,0.215557,0.905216,0.219682,0.888324,0.196715,0.908374,0.200129,0.918197,0.232628,0.903244,0.210704,0.893059,0.218532,0.886645,0.203164,0.881728,0.213058,0.926998,0.224077,0.915726,0.216246,0.902083,0.199200,0.910619,0.208090,0.911006,0.183755,0.927304,0.204955,0.916089,0.226175,0.915210,0.237017,0.901380,0.244363,0.888821,0.201119,0.903717,0.224075,0.893539,0.201127,0.901257,0.206423,0.882240,0.213232,0.883280
belajar,0.325555,0.678892,0.295496,0.670050,0.314370,0.686123,0.311127,0.667169,0.334805,0.706737,0.330911,0.685951,0.294708,0.664903,0.301437,0.692768,0.296667,0.667223,0.309895,0.674171,0.296791,0.693442,0.269942,0.669178,0.295798,0.667793,0.278084,0.692760,0.309111,0.675235,0.310339,0.671727,0.295655,0.688814,0.292830,0.705129,0.292724,0.688520,0.314498,0.681818,0.300703,0.674611,0.322134,0.713133,0.336316,0.690003,0.308932,0.679665,0.298432,0.701705,0.306542,0.680929,0.302452,0.696555,0.326808,0.699371,0.321746,0.689714,0.291058,0.693257,0.302304,0.682624,0.292663,0.712399
belajar,0.382988,0.891124,0.374489,0.885017,0.361641,0.839851,0.352221,0.805259,0.335103,0.805871,0.343432,0.847535,0.302553,0.864695,0.311705,0.904049,0.295336,0.860045,0.315292,0.868530,0.325330,0.861654,0.288578,0.838843,0.283593,0.851168,0.270532,0.888161,0.293999,0.865933,0.309297,0.852905,0.294424,0.881268,0.279675,0.899665,0.306901,0.892441,0.299210,0.888931,0.293461,0.890559,0.288496,0.901589,0.274572,0.875756,0.275039,0.877889,0.294975,0.872002,0.298432,0.870799,0.297439,0.882245,0.290611,0.900219,0.263756,0.943719,0.857591,0.909243,0.846462,0.891724,0.804264,0.918832
belajar,0.556185,0.484759,0.529673,0.515208,0.477177,0.562946,0.425798,0.599262,0.440276,0.626351,0.375319,0.660850,0.392853,0.644677,0.349473,0.666321,0.364527,0.674844,0.356680,0.673730,0.383117,0.644936,0.368409,0.665107,0.368559,0.649524,0.376087,0.660781,0.382144,0.663487,0.335826,0.656527,0.373468,0.669752,0.478240,0.669264,0.746172,0.629242,0.389490,0.708996,0.360878,0.709575,0.392563,0.717361,0.358600,0.691703,0.355499,0.690154,0.354644,0.698340,0.360259,0.702106,0.362355,0.681490,0.351512,0.676848,0.355534,0.688807,0.375946,0.678812,0.353428,0.681312,0.366664,0.672789
belajar,0.406089,0.271871,0.395138,0.254700,0.405526,0.279671,0.388978,0.328663,0.384071,0.323563,0.341407,0.486471,0.268881,0.806800,0.265568,0.843751,0.251681,0.848052,0.227404,0.862001,0.230893,0.874959,0.235154,0.881068,0.216379,0.858665,0.234545,0.850058,0.223802,0.860488,0.238492,0.877743,0.231583,0.881152,0.204571,0.885614,0.230940,0.878100,0.228137,0.870945,0.243658,0.868819,0.218725,0.879272,0.214825,0.843081,0.232527,0.852885,0.224154,0.849177,0.237395,0.866145,0.259606,0.832376,0.248391,0.847186,0.232257,0.840887,0.235377,0.824293,0.217363,0.872992,0.210620,0.872050
belajar,0.469090,0.660380,0.461798,0.709666,0.436036,0.696408,0.417133,0.724896,0.416419,0.732876,0.414243,0.738273,0.425823,0.748125,0.427515,0.746809,0.418441,0.753740,0.426931,0.729388,0.425081,0.729972,0.411319,0.750404,0.423655,0.740671,0.427451,0.742348,0.430934,0.742798,0.440083,0.730499,0.428955,0.734666,0.418731,0.738999,0.407384,0.748476,0.417327,0.736443,0.428319,0.743754,0.429230,0.745354,0.427463,0.731087,0.421776,0.738819,0.423289,0.733985,0.420160,0.743541,0.431271,0.743146,0.424951,0.750218,0.431923,0.743311,0.429142,0.725693,0.417096,0.742227,0.427901,0.735997
belajar,0.384704,0.304452,0.392892,0.284829,0.372914,0.436819,0.341497,0.585637,0.356573,0.729715,0.326399,0.856136,0.304753,0.870701,0.779560,0.970408,0.495981,0.831374,0.278500,0.816918,0.255816,0.799670,0.275329,0.800236,0.247852,0.818347,0.254269,0.830020,0.275997,0.789273,0.279957,0.836220,0.247433,0.817747,0.229476,0.852595,0.267044,0.848101,0.253715,0.840908,0.246671,0.853026,0.266315,0.842540,0.249533,0.815614,0.253164,0.835506,0.241409,0.849595,0.238404,0.836522,0.255729,0.851058,0.234565,0.841879,0.237382,0.836550,0.229437,0.852159,0.216126,0.837255,0.237862,0.856240
belajar,0.408624,0.627678,0.407935,0.625900,0.407935,0.625900,0.407488,0.625519,0.409221,0.629503,0.406813,0.625690,0.406405,0.635267,0.406968,0.634417,0.394494,0.647984,0.370141,0.635160,0.374719,0.619583,0.375007,0.610251,0.375667,0.611229,0.377041,0.610289,0.372205,0.610156,0.372205,0.610156,0.375313,0.620098,0.370139,0.617346,0.370556,0.610528,0.374916,0.610912,0.374916,0.610912,0.376424,0.615756,0.377531,0.625738,0.377762,0.633891,0.380115,0.624884,0.374041,0.625380,0.374365,0.622147,0.371997,0.626896,0.365240,0.632969,0.362016,0.628642,0.356765,0.630061,0.355367,0.626083
belajar,0.300238,0.522185,0.306456,0.527280,0.312392,0.506460,0.321504,0.501932,0.317849,0.528848,0.310259,0.544188,0.292497,0.525998,0.297331,0.522121,0.316255,0.509357,0.313120,0.524061,0.285886,0.539395,0.329101,0.504933,0.297278,0.514124,0.298886,0.513316,0.332367,0.513265,0.313860,0.501684,0.307675,0.521774,0.272010,0.543894,0.287504,0.523848,0.266380,0.526877,0.288325,0.522140,0.288671,0.534611,0.313346,0.514637,0.292536,0.500443,0.278553,0.521562,0.283963,0.505886,0.299422,0.530171,0.279126,0.517382,0.269882,0.527777,0.325178,0.484325,0.320788,0.503478,0.266588,0.495450
belajar,0.356917,0.689608,0.362577,0.648184,0.356383,0.659261,0.383608,0.650317,0.377716,0.683158,0.347593,0.693706,0.371156,0.702278,0.363062,0.693697,0.373253,0.700010,0.375111,0.684293,0.371358,0.681963,0.362802,0.687992,0.366203,0.701239,0.360906,0.684570,0.352035,0.695116,0.384391,0.712511,0.360078,0.703574,0.373511,0.699047,0.353569,0.698097,0.372009,0.705189,0.369120,0.718256,0.363138,0.708280,0.380405,0.684759,0.374228,0.703037,0.372368,0.691699,0.337888,0.713272,0.361071,0.703513,0.366781,0.707499,0.375955,0.689094,0.373719,0.723733,0.339127,0.684288,0.371044,0.703858
belajar,0.428287,0.639281,0.429288,0.591698,0.661199,0.595293,0.394205,0.643198,0.367885,0.624956,0.369342,0.625457,0.366906,0.639257,0.378574,0.647634,0.384165,0.683222,0.386856,0.672963,0.379092,0.645065,0.397928,0.649424,0.381554,0.630743,0.376779,0.630394,0.400727,0.634771,0.398685,0.644705,0.399167,0.626493,0.428623,0.669695,0.427996,0.657138,0.397615,0.653120,0.401042,0.653316,0.394744,0.666104,0.362830,0.692104,0.414074,0.697635,0.419089,0.652454,0.401569,0.667804,0.411649,0.652720,0.374935,0.648523,0.383600,0.678634,0.361995,0.687685,0.411762,0.713518,0.395515,0.675091
belajar,0.367487,0.645236,0.353327,0.617191,0.360992,0.630495,0.377080,0.653224,0.359802,0.638518,0.365437,0.630033,0.342758,0.620320,0.340720,0.609290,0.369733,0.633449,0.359565,0.616779,0.355708,0.651517,0.363209,0.638374,0.358351,0.643721,0.372626,0.653744,0.353887,0.620448,0.377744,0.602292,0.363300,0.633455,0.366321,0.628808,0.367416,0.637194,0.362114,0.634338,0.368123,0.625070,0.371668,0.631253,0.353766,0.618944,0.338323,0.623679,0.349791,0.631243,0.346551,0.620877,0.379798,0.635956,0.389953,0.629097,0.360052,0.624524,0.367422,0.629814,0.345933,0.612221,0.356428,0.622225
belajar,0.178606,0.615409,0.171059,0.628363,0.177193,0.620221,0.200305,0.611467,0.178531,0.598264,0.189355,0.598106,0.189969,0.587548,0.188475,0.646188,0.173167,0.626842,0.182676,0.597427,0.185473,0.613393,0.186733,0.591648,0.177843,0.583974,0.197194,0.598457,0.183237,0.610554,0.209055,0.591311,0.208814,0.597169,0.219698,0.609888,0.220014,0.595558,0.223762,0.608144,0.198214,0.592555,0.205416,0.615006,0.196701,0.619643,0.216117,0.616666,0.257298,0.602517,0.253473,0.575059,0.241243,0.611641,0.269957,0.583294,0.266994,0.577444,0.262318,0.614197,0.276069,0.625018,0.283548,0.601199
belajar,0.328140,0.236063,0.314994,0.622950,0.291175,0.877799,0.264963,0.860182,0.262475,0.864257,0.237844,0.872234,0.241537,0.882039,0.249851,0.875931,0.253587,0.869906,0.254959,0.880016,0.250538,0.878818,0.246267,0.898922,0.254078,0.895387,0.258062,0.888604,0.264075,0.866173,0.259904,0.870146,0.251691,0.873104,0.251691,0.873104,0.240393,0.879542,0.242039,0.875350,0.235859,0.885553,0.231837,0.867406,0.233704,0.861851,0.233704,0.861851,0.219279,0.883081,0.219279,0.883081,0.228853,0.871794,0.227177,0.872210,0.233933,0.861350,0.220603,0.858949,0.213501,0.873870,0.221337,0.867033
belajar,0.242120,0.887907,0.220195,0.840874,0.220527,0.801836,0.245255,0.814388,0.236898,0.819434,0.224475,0.821261,0.209171,0.822775,0.202559,0.803672,0.239238,0.843373,0.235267,0.818226,0.212774,0.821749,0.223343,0.796906,0.234570,0.810389,0.224000,0.825614,0.232230,0.805563,0.250787,0.805705,0.251625,0.814363,0.199874,0.841573,0.231685,0.838307,0.206122,0.840123,0.233354,0.812066,0.226773,0.823530,0.228765,0.810295,0.246687,0.817869,0.220612,0.826034,0.209229,0.807710,0.216247,0.845699,0.239750,0.819062,0.222215,0.826088,0.245335,0.813769,0.258921,0.811338,0.229828,0.813828
belajar,0.441380,0.680016,0.452938,0.694823,0.433357,0.659358,0.447534,0.679495,0.404806,0.680328,0.402806,0.675634,0.404590,0.685138,0.430818,0.688992,0.424794,0.694532,0.410164,0.683979,0.427991,0.668046,0.386688,0.716824,0.452176,0.702371,0.449430,0.696840,0.418862,0.671144,0.409595,0.689177,0.416120,0.696616,0.449122,0.703249,0.424882,0.719188,0.432481,0.710154,0.441102,0.706729,0.442515,0.703473,0.449209,0.701265,0.421038,0.689569,0.401466,0.693676,0.421448,0.714087,0.393543,0.721495,0.430187,0.735459,0.424950,0.731411,0.408981,0.718402,0.425259,0.729888,0.403802,0.690152
belajar,0.257343,0.572559,0.260457,0.571624,0.257450,0.573433,0.259359,0.577795,0.258510,0.570140,0.257441,0.565853,0.256912,0.561014,0.257810,0.559943,0.261433,0.556356,0.258305,0.562203,0.255965,0.570808,0.254168,0.565781,0.257774,0.565987,0.259134,0.558662,0.258401,0.564868,0.255825,0.563500,0.257150,0.565899,0.256331,0.568973,0.255083,0.571968,0.257721,0.572827,0.259865,0.575233,0.260261,0.575496,0.261134,0.579698,0.256348,0.580036,0.259233,0.585230,0.256847,0.585545,0.257536,0.585780,0.259307,0.588013,0.258695,0.592514,0.258322,0.588940,0.256913,0.586253,0.258636,0.585624
belajar,0.413354,0.694187,0.378314,0.691650,0.376781,0.704337,0.360254,0.680437,0.400088,0.678688,0.398892,0.686433,0.403301,0.680014,0.380708,0.693246,0.365603,0.680176,0.401356,0.703874,0.375981,0.709103,0.377480,0.683424,0.356947,0.685794,0.366657,0.685144,0.394509,0.702564,0.371191,0.706612,0.368192,0.687927,0.376158,0.702125,0.368885,0.725174,0.389744,0.712787,0.369695,0.723945,0.389910,0.696311,0.394035,0.674843,0.372032,0.703418,0.376554,0.680632,0.362079,0.715107,0.389612,0.718475,0.378043,0.696825,0.374852,0.696350,0.372439,0.695057,0.377554,0.707591,0.387698,0.708850
belajar,0.354367,0.916788,0.353903,0.876183,0.356274,0.834721,0.351951,0.844927,0.340500,0.829146,0.347873,0.804611,0.338575,0.811468,0.330942,0.818726,0.351095,0.821930,0.362863,0.819653,0.357686,0.822600,0.353209,0.839514,0.368497,0.818172,0.359956,0.830833,0.382213,0.841357,0.380827,0.815166,0.379658,0.822046,0.368322,0.827704,0.352310,0.812232,0.366016,0.827887,0.371569,0.842899,0.373341,0.812604,0.377798,0.858286,0.348000,0.842350,0.351961,0.854548,0.350023,0.851653,0.365995,0.849344,0.357399,0.860657,0.352854,0.870269,0.360609,0.876110,0.345479,0.861827,0.365368,0.872366
belajar,0.369637,0.339334,0.395015,0.325507,0.424026,0.317958,0.445530,0.312400,0.450137,0.312294,0.477716,0.305564,0.494669,0.300013,0.505557,0.297140,0.516086,0.299004,0.520738,0.297139,0.525043,0.294035,0.535142,0.287539,0.543854,0.293055,0.546326,0.297652,0.550801,0.292973,0.551476,0.294937,0.562210,0.285395,0.565727,0.282490,0.568241,0.293399,0.577489,0.287919,0.582316,0.292788,0.606785,0.293348,0.620094,0.298422,0.626900,0.307814,0.634367,0.310236,0.637393,0.312405,0.646924,0.310437,0.645944,0.312036,0.643207,0.313002,0.641012,0.312027,0.637977,0.311134,0.630394,0.309133
belajar,0.531540,0.366478,0.488758,0.362715,0.487237,0.384257,0.517339,0.364399,0.498011,0.351323,0.511061,0.361067,0.478058,0.380131,0.498134,0.398936,0.504585,0.387954,0.483312,0.383741,0.508260,0.375531,0.509964,0.360853,0.506231,0.351880,0.492620,0.377078,0.525250,0.392377,0.509904,0.388795,0.513095,0.391864,0.492579,0.379220,0.506920,0.382333,0.483218,0.383980,0.491082,0.381655,0.478509,0.376582,0.481069,0.394656,0.477930,0.396401,0.508415,0.408218,0.496985,0.400423,0.499017,0.410223,0.494090,0.406922,0.459435,0.412146,0.468221,0.394398,0.500582,0.421738,0.503072,0.407306
belajar,0.463867,0.565525,0.448200,0.559243,0.467058,0.551093,0.420035,0.545066,0.466005,0.589805,0.461404,0.534792,0.459943,0.567005,0.451956,0.538260,0.441277,0.551258,0.456219,0.523941,0.432977,0.524851,0.467367,0.526759,0.452545,0.550212,0.447541,0.538897,0.445700,0.527692,0.444519,0.556781,0.436581,0.546991,0.457912,0.538448,0.426913,0.505829,0.452421,0.534782,0.439697,0.541299,0.431760,0.533295,0.390753,0.517315,0.379459,0.516572,0.388575,0.502822,0.360041,0.522162,0.386839,0.543109,0.378403,0.539642,0.381481,0.527970,0.376913,0.578023,0.372373,0.546662,0.402614,0.561674
belajar,0.340284,0.729876,0.331741,0.770529,0.351773,0.730949,0.297373,0.741245,0.292526,0.717090,0.299408,0.769482,0.305435,0.773596,0.313465,0.779945,0.296525,0.764311,0.307968,0.768815,0.280450,0.800638,0.291334,0.794335,0.279600,0.762094,0.312412,0.767489,0.315858,0.758648,0.318240,0.791747,0.285842,0.778767,0.279594,0.774665,0.311847,0.747700,0.299862,0.779791,0.276011,0.775655,0.281282,0.756704,0.286448,0.739412,0.284978,0.759150,0.301656,0.761343,0.289417,0.758463,0.287097,0.746601,0.267262,0.763484,0.309574,0.787355,0.299707,0.779277,0.311889,0.736570,0.300390,0.747734
belajar,0.312284,0.621452,0.276927,0.623997,0.450059,0.642057,0.455233,0.631866,0.443312,0.641839,0.429911,0.634031,0.444382,0.660937,0.444698,0.692307,0.431415,0.669254,0.429505,0.654420,0.449545,0.654499,0.444106,0.640690,0.449173,0.650840,0.450148,0.667416,0.432066,0.682785,0.427353,0.643215,0.443413,0.657350,0.440162,0.642734,0.433952,0.643003,0.421227,0.683626,0.436610,0.661468,0.406378,0.683917,0.427574,0.682990,0.442742,0.646229,0.425354,0.660939,0.440679,0.647952,0.416361,0.645413,0.438039,0.667592,0.434743,0.657058,0.421127,0.664841,0.448072,0.671934,0.481758,0.652328
belajar,0.563966,0.388080,0.561241,0.370797,0.581525,0.391581,0.554170,0.386049,0.536530,0.402374,0.576030,0.409183,0.571023,0.385672,0.570604,0.396927,0.592110,0.395168,0.542126,0.372776,0.542392,0.396074,0.547615,0.392873,0.567964,0.408700,0.559570,0.394876,0.578579,0.387565,0.536169,0.393040,0.556802,0.403918,0.542186,0.384749,0.547939,0.396706,0.551333,0.384163,0.556240,0.414835,0.544742,0.386150,0.543363,0.389294,0.528227,0.417037,0.584798,0.403886,0.554326,0.381034,0.570652,0.384666,0.568039,0.399198,0.526496,0.397302,0.553179,0.401200,0.552902,0.376215,0.548338,0.406266
belajar,0.387820,0.946311,0.331062,0.962224,0.342161,0.920191,0.335221,0.911896,0.328107,0.941640,0.326929,0.934975,0.342458,0.935801,0.334835,0.932585,0.329544,0.954739,0.305041,0.946453,0.334725,0.945633,0.343111,0.905139,0.341171,0.920120,0.308061,0.896128,0.309226,0.914848,0.321181,0.904688,0.330555,0.918479,0.326695,0.897311,0.327689,0.909016,0.306215,0.887530,0.330251,0.891036,0.333499,0.870070,0.310022,0.874311,0.336773,0.890939,0.346337,0.878830,0.319267,0.889011,0.315539,0.889044,0.325199,0.886721,0.309677,0.908679,0.321669,0.909270,0.332584,0.868297,0.324810,0.874663
belajar,0.710498,0.575571,0.724942,0.605799,0.418477,0.577393,0.394683,0.575431,0.389786,0.576267,0.415079,0.589932,0.400546,0.592070,0.408967,0.592108,0.404011,0.550339,0.386606,0.559853,0.400303,0.545582,0.393376,0.574889,0.390875,0.597511,0.413774,0.586141,0.428328,0.587709,0.396408,0.580566,0.395446,0.568075,0.389195,0.599430,0.386398,0.612396,0.389409,0.589419,0.370960,0.606595,0.385425,0.636302,0.373842,0.625262,0.382797,0.608338,0.379916,0.649274,0.379504,0.625986,0.369122,0.634450,0.346550,0.603077,0.372114,0.605737,0.369149,0.624230,0.374418,0.641503,0.348827,0.623322
belajar,0.445022,0.991014,0.379835,0.999274,0.367162,0.986932,0.369420,0.974862,0.364740,0.980138,0.359930,0.962989,0.312019,0.996173,0.337739,1.000000,0.343972,0.979609,0.353097,1.000000,0.360824,0.966510,0.365379,0.944567,0.369637,0.948312,0.353864,0.963326,0.339993,0.956527,0.351723,0.939594,0.366839,0.935683,0.371816,0.894072,0.353531,0.930996,0.365512,0.899040,0.360023,0.897955,0.379164,0.900178,0.373769,0.909287,0.379496,0.885313,0.389444,0.895453,0.384410,0.866302,0.393229,0.891252,0.376669,0.883264,0.389576,0.890727,0.374003,0.886267,0.359769,0.913952,0.382173,0.928073
belajar,0.410154,0.662901,0.415332,0.636676,0.426944,0.620001,0.436591,0.615470,0.421128,0.587065,0.387898,0.564147,0.385545,0.561989,0.378822,0.567934,0.371751,0.576438,0.324747,0.560834,0.299048,0.553670,0.293551,0.545392,0.258409,0.575683,0.266414,0.584961,0.241245,0.578915,0.211704,0.623736,0.209310,0.645633,0.236090,0.633860,0.250217,0.645190,0.244221,0.638006,0.239032,0.628763,0.251944,0.630404,0.239068,0.645679,0.272718,0.660661,0.285005,0.680792,0.301021,0.646758,0.320383,0.667956,0.345474,0.672145,0.334559,0.692067,0.363924,0.637470,0.380005,0.634306,0.386851,0.585844
belajar,0.324628,0.586751,0.328596,0.600731,0.300215,0.598193,0.324986,0.615504,0.322747,0.557858,0.312717,0.575236,0.347596,0.581098,0.344849,0.585426,0.318921,0.585911,0.329420,0.566325,0.316556,0.570763,0.303745,0.575434,0.345577,0.576860,0.323624,0.576099,0.317573,0.589704,0.323051,0.582185,0.316385,0.577111,0.316472,0.578872,0.321888,0.564477,0.331366,0.563726,0.316961,0.612954,0.317684,0.595021,0.327378,0.570500,0.333574,0.567138,0.351317,0.553643,0.317696,0.571450,0.304038,0.569964,0.339655,0.566159,0.308179,0.609951,0.317585,0.595074,0.306507,0.597615,0.329876,0.609318
belajar,0.344712,0.582482,0.318012,0.607645,0.309931,0.562212,0.309819,0.586417,0.318992,0.585363,0.339663,0.589192,0.354522,0.570396,0.339035,0.551889,0.338568,0.565550,0.348491,0.601411,0.332504,0.595600,0.352837,0.604807,0.330621,0.592449,0.358435,0.604259,0.333331,0.601484,0.332410,0.633042,0.333236,0.562428,0.345320,0.590399,0.344921,0.604467,0.303160,0.592208,0.351115,0.590719,0.325477,0.586403,0.344346,0.602697,0.355181,0.599227,0.343712,0.595213,0.346208,0.619301,0.336511,0.599444,0.346663,0.604151,0.320833,0.610447,0.341857,0.598482,0.350490,0.588180,0.347813,0.595039
belajar,0.391182,0.619456,0.417985,0.629319,0.420592,0.621591,0.401173,0.634320,0.405499,0.619761,0.427290,0.614666,0.415072,0.610519,0.412475,0.610399,0.422336,0.645830,0.408261,0.622861,0.419901,0.631093,0.414699,0.630466,0.384610,0.622491,0.413479,0.641550,0.435627,0.589067,0.398908,0.624400,0.375366,0.642958,0.410230,0.660080,0.390913,0.672016,0.409661,0.648688,0.402105,0.651545,0.424461,0.652913,0.384113,0.640828,0.397403,0.646767,0.384920,0.677342,0.401445,0.678241,0.405128,0.693039,0.386812,0.662223,0.373480,0.678389,0.428741,0.636585,0.422526,0.657276,0.407076,0.622407
